uid,video_path,question,answer,question_type,time_reference
908,5dZ_lvDgevk.mp4,"Around what year do the blue and red lines intersect?
(A) Around 2006
(B) Around 1996
(C) Around 2001
(D) Around 1991",B,['event understanding'],63:10-63:30
911,5dZ_lvDgevk.mp4,"How do the main characters interact with each other after the appearance of book 'Zurked' with a thumb down on the book?
(A) People listening to a speaker on stage
(B) A mentor guiding a student
(C) Individuals collaborating on a project
(D) Characters engaging in a group discussion",A,['entity recognition'],76:11-76:43
912,5dZ_lvDgevk.mp4,"Based on the visual cues, what is on the scene before the scene focus on a water glass with white top and gray bottom with words 'Promotional Video' in the upper left corner of the video
(A) Showcasing innovative working automation
(B) Demonstration of futuristic schools
(C) Exhibition of advanced labotoray technology
(D) Smart home scenes display",D,['event understanding'],80:05-80:56
913,5dZ_lvDgevk.mp4,"Which account's Facebook page is displayed with 28402 likes?
(A) Pope Benedict XVI
(B) Hillary Clinton
(C) Tell Me Now
(D) Your News Wire",D,['key information retrieval'],86:31-86:31
914,5dZ_lvDgevk.mp4,"How many people are interviewed in the M.I.T. AI Lab for using AI to learn about cancer detection with mammogram data?
(A) 0
(B) 2
(C) 1
(D) 3",B,"['event understanding', 'entity recognition']",32:08-32:19
916,5dZ_lvDgevk.mp4,"What goals or objectives are the man holding a woman's arm trying to achieve at 101:21?
(A) Ensuring safety
(B) Accompanying and showing courtesy
(C) Arresting
(D) Displaying friendliness",C,"['reasoning', 'temporal grounding']",101:21-101:21
917,5dZ_lvDgevk.mp4,"What is the most possible relationships among the people at 103:57?
(A) Family
(B) Classmates
(C) Colleagues
(D) Strangers",C,"['entity recognition', 'temporal grounding']",103:57-103:58
918,5dZ_lvDgevk.mp4,"Based on the visual elements, can you identify the theme of this video?
(A) AI technology
(B) Future cities
(C) Industrial innovation
(D) Automation and robotics",A,['event understanding'],21:37-54:16
977,GcRKREorGSc.mp4,"What is the animal in the first scene that appears after the opening cloud scene?
(A) The little lion
(B) The bat-eared fox
(C) The ostrich
(D) The deer",D,['entity recognition'],00:52-00:52
978,GcRKREorGSc.mp4,"What is the animal that appears in the picture after the first appearance of a lion?
(A) The deer
(B) The little lion
(C) The bat-eared fox
(D) The ostriches",D,['entity recognition'],02:07-02:07
979,GcRKREorGSc.mp4,"What are the two deer seen in the first half of the video doing?
(A) They are sleeping
(B) They are fighting
(C) They are mating
(D) They are hunting",A,['reasoning'],05:50-06:18
983,GcRKREorGSc.mp4,"What is a bat-eared fox licking in the grass in the middle of the picture?
(A) Grass
(B) Another fox
(C) Hand
(D) Tail",D,['entity recognition'],15:46-15:46
984,GcRKREorGSc.mp4,"What are the three animals that appear after two deer eat grass and play with their horns?
(A) Three lions play with each other
(B) Three leopard foxes play with each other
(C) Three bat-eared foxes play with each other
(D) Three deers play with each other",C,"['entity recognition', 'event understanding']",17:52-18:22
985,GcRKREorGSc.mp4,"What color is the cloud layer captured for the second time in the video?
(A) Black
(B) Pink
(C) Golden
(D) Blue",C,['entity recognition'],19:18-19:18
989,GcRKREorGSc.mp4,"What happens from 28:37-29:10?
(A) African fish eagles fly in the sky
(B) African goshawks fly in the sky
(C) White-bellied sea eagles fly in the sky
(D) Namaqua doves fly in the sky",B,"['temporal grounding', 'event understanding']",28:37-29:10
991,GcRKREorGSc.mp4,"What animal is one of the five animals that appears in the picture walking on the grass?
(A) African goshawks
(B) Namaqua doves
(C) Bateleur
(D) Helmeted guineafowl",C,"['event understanding', 'entity recognition']",31:38-31:38
992,GcRKREorGSc.mp4,"What color is the grass around the lioness lying alone in the grass?
(A) Yellow
(B) Grey
(C) Black
(D) Green",A,"['event understanding', 'entity recognition']",31:54-31:54
993,GcRKREorGSc.mp4,"What happens after two lions lying on the grass enjoying sunshine, and then a bird standing on top of a rock?
(A) Ostrich drink water
(B) Deers eat the grass
(C) Giraffes eat the grass
(D) Zebra eat the grass",D,"['event understanding', 'entity recognition']",32:19-32:35
995,GcRKREorGSc.mp4,"What appears on the screen before five deers eating the grass and then two giraffes walking on the grass?
(A) Bat-eared fox
(B) Bateleur
(C) Greater kudu
(D) Deer",C,['event understanding'],37:43-37:43
996,GcRKREorGSc.mp4,"What is the second other animal that appears after the great kudu?
(A) Helmeted guineafowl
(B) Namaqua doves
(C) African fish eagle
(D) Bateleur",C,"['event understanding', 'entity recognition']",38:14-38:14
998,GcRKREorGSc.mp4,"What appears in the water before the scene of a hippo eating grass?
(A) Hippo
(B) African elephant
(C) Crocodile
(D) African fish eagle",A,"['event understanding', 'entity recognition']",39:26-39:26
999,GcRKREorGSc.mp4,"What appears on the screen before the scene where a Nile monitor walks towards the right, making a hissing sound with its tongue, respective to the camera's view?
(A) Black-winged stilt
(B) Crimson-breasted shrike
(C) Lilac-breasted roller
(D) Bat-eared fox",C,"['event understanding', 'entity recognition']",40:51-40:51
1000,GcRKREorGSc.mp4,"What appears after a lilac-breasted roller shows up for the first time?
(A) Namaqua doves
(B) Helmeted guineafowl
(C) African fish eagle
(D) Nile monitor",D,"['event understanding', 'entity recognition']",41:02-41:02
1001,GcRKREorGSc.mp4,"What animal licks its fur and then looks straight to the camera?
(A) Tiger
(B) Bat-eared fox
(C) African ground squirrel
(D) African openbill",C,['entity recognition'],43:00-43:27
1002,GcRKREorGSc.mp4,"What happens after the series of close-up shots of lions?
(A) Leopards and deers run
(B) Lions and zebra run
(C) Lions and deers run
(D) Zebra and deers run",D,['event understanding'],53:26-53:52
1055,xi6r3hZe5Tg.mp4,"What type of video is this?
(A) Natural scenery
(B) History
(C) National geographic
(D) Humanities",C,['event understanding'],00:00-44:24
1069,xi6r3hZe5Tg.mp4,"What color watch do respondents wearing blue short sleeves and glasses wear?
(A) Golden
(B) Black
(C) Red
(D) Blue",B,['entity recognition'],30:00-30:10
1070,xi6r3hZe5Tg.mp4,"What color hats do children wearing yellow short sleeves wear?
(A) Black
(B) Orange
(C) Blue
(D) Red",B,['entity recognition'],34:00-34:10
1071,xi6r3hZe5Tg.mp4,"What is the relationship between the lady in blue clothes and the kid in yellow clothes?
(A) Friendship
(B) Stranger relationship
(C) Mother-child relationship
(D) Teacher-student relationship",D,['reasoning'],34:00-35:00
1076,xi6r3hZe5Tg.mp4,"What is hanging around the neck of the girl observing birds in the forest in the video?
(A) Telescope
(B) Necklace
(C) Watercup
(D) Camera",A,['entity recognition'],41:07-41:07
1077,xi6r3hZe5Tg.mp4,"What animal is this at 42:00?
(A) Horse
(B) Cow
(C) Bird
(D) Chicken",D,"['entity recognition', 'temporal grounding']",42:00-42:00
1079,xi6r3hZe5Tg.mp4,"What animal appears after the interview with Karen Sim and Jeffrey Chong?
(A) Bird
(B) Dragonfly
(C) Butterfly
(D) Lizard",B,['entity recognition'],42:08-42:08
1080,xi6r3hZe5Tg.mp4,"What animal is shown in the scene that follows the scene Karen Sim submits a sighting photo and earns a badge on the phone?
(A) Whale
(B) Crocodile
(C) Lizard
(D) Hippo",C,"['entity recognition', 'event understanding']",42:50-42:50
1082,xi6r3hZe5Tg.mp4,"What color is the device that Mark Wong wears to monitor his health?
(A) Black
(B) Dark blue
(C) Red
(D) Yellow",B,['entity recognition'],17:12-17:30
1083,xi6r3hZe5Tg.mp4,"When the video discusses water reservoir, which animal lives in water appear?
(A) Carp
(B) Jellyfish
(C) Frog
(D) Squid",A,"['entity recognition', 'event understanding', 'key information retrieval']",20:33-20:33
1112,Z4HGQL_McDQ.mp4,"What is the yellow semi-circular tool used by black clad engineers in cars?
(A) Wheel
(B) Bearing
(C) Engine
(D) Brake caliper",D,['entity recognition'],00:43-00:43
1113,Z4HGQL_McDQ.mp4,"What kind of Mercedes-Benz car is this black one?
(A) Maybach
(B) AMG GT
(C) C class
(D) E class",A,['key information retrieval'],01:20-01:20
1114,Z4HGQL_McDQ.mp4,"What happens from 04:45-05:25?
(A) They replace the exhaust pipe of the car
(B) They replace the tail lights of the car
(C) They change tires on cars
(D) They replace the brake pads on the car",A,"['event understanding', 'temporal grounding']",04:45-05:25
1115,Z4HGQL_McDQ.mp4,"What is Samir Boulahya doing when his name first appears?
(A) He is replacing the exhaust pipe on his car
(B) He is changing the tires on the car
(C) He is replacing the brake pads on the car
(D) He is replacing the wheels on the car",C,['event understanding'],10:20-11:00
1117,Z4HGQL_McDQ.mp4,"What color are the gloves when cleaning parts?
(A) Black
(B) Red
(C) Blue
(D) Green",D,['entity recognition'],15:39-15:39
1118,Z4HGQL_McDQ.mp4,"What is the item placed on the shelf after cleaning?
(A) Adhesive tape
(B) Molds
(C) Boxs
(D) Tires",B,"['event understanding', 'reasoning']",16:00-16:00
1120,Z4HGQL_McDQ.mp4,"What does a man wearing a black suit, black glasses, and a beard do?
(A) He is checking the vehicle chassis
(B) He is checking the vehicle interior
(C) He is checking the vehicle windows
(D) He is checking the vehicle headlights",A,['entity recognition'],33:00-33:30
1122,Z4HGQL_McDQ.mp4,"What job is the man in red responsible for?
(A) Cleaning the seats
(B) Restoring the seats
(C) Adjusting the seat
(D) Stripping the seats",D,"['entity recognition', 'event understanding']",35:00-36:00
1123,Z4HGQL_McDQ.mp4,"What tools does a woman wearing black glasses and silver earrings first use to work?
(A) Scissors
(B) Knife
(C) Pen
(D) Ruler",A,"['entity recognition', 'event understanding']",36:55-36:55
1125,Z4HGQL_McDQ.mp4,"What is this man doing from 40:00-40:50?
(A) Assemble tires
(B) Assemble the dashboard
(C) Assemble skylight
(D) Assemble the seat",B,"['event understanding', 'temporal grounding']",40:00-40:50
1126,Z4HGQL_McDQ.mp4,"What is the main color of the car interior?
(A) Purple
(B) Black
(C) Red
(D) Blue",D,"['event understanding', 'entity recognition']",45:16-45:16
1128,Z4HGQL_McDQ.mp4,"How does Klaus Pachall drive after being interviewed?
(A) He drives in circles
(B) He drives uphill
(C) He drives back to the factory
(D) He drives down the street",C,['entity recognition'],47:30-48:00
1129,Z4HGQL_McDQ.mp4,"What does the man do after introducing a ton of remover liquid stored in white plastic buckets on a shelf?
(A) He changes the interior
(B) He changes the brake pads
(C) He brushes the car
(D) He changes the tire",C,['event understanding'],48:00-48:50
1130,Z4HGQL_McDQ.mp4,"What is the second last event that happens in the video?
(A) The mechanics drives back to the factory
(B) The mechanics changes the tire
(C) The mechanics brushes the car
(D) The mechanics fixes the wheel with a rope",D,['event understanding'],49:00-49:05
1132,Z4HGQL_McDQ.mp4,"What is the serial number of the car that Samir Boulahya works on?
(A) 24
(B) 240
(C) 12
(D) 120",B,['key information retrieval'],04:32-04:32
1133,Z4HGQL_McDQ.mp4,"What color gloves does the mechanic, who removes the standard exhaust of a car, wear?
(A) Blue
(B) Black
(C) Red
(D) Purple",A,"['entity recognition', 'temporal grounding']",04:47-04:47
1134,Z4HGQL_McDQ.mp4,"What color is the car that mechanics are changing from the standard exhaust to the valve-controlled exhaust?
(A) Silver gray
(B) Black
(C) White
(D) Red",A,['entity recognition'],05:23-05:23
1135,Z4HGQL_McDQ.mp4,"What's this man's expression like at 06:01?
(A) Numb
(B) Cry
(C) Angry
(D) Laugh",D,"['entity recognition', 'temporal grounding']",06:01-06:01
1136,Z4HGQL_McDQ.mp4,"What does this documentary mainly introduce?
(A) Introducing BRABUS's modification of BMW cars. This video records the process of BRABUS's modification of Mercedes Benz E Class
(B) Introducing BRABUS's modification of Audi cars. This video records the process of BRABUS's modification of Mercedes Benz G Class
(C) Introducing BRABUS's modification of Mercedes-Benz cars. This video records the process of BRABUS's modification of Mercedes Benz E Class
(D) Introducing BRABUS's modification of Mercedes-Benz cars. This video records the process of BRABUS's modification of Mercedes Benz G Class",D,['summarization'],00:00-49:19
1137,Z4HGQL_McDQ.mp4,"What color is the steering wheel?
(A) White
(B) Red
(C) Black
(D) Blue",A,['entity recognition'],06:09-06:09
1225,aJI8XTa_DII.mp4,"Who first comes out of the golden door?
(A) Joe Biden
(B) Vladimir Putin
(C) Two soldiers
(D) Donald John Trump",B,['entity recognition'],00:40-00:45
1227,aJI8XTa_DII.mp4,"How many flags of the Russian Federation are there on the stage when Putin delivers the first speech?
(A) 5
(B) 1
(C) 9
(D) 4",A,['entity recognition'],00:53-01:26
1229,aJI8XTa_DII.mp4,"What color is Putin's tie between the interview with Antony Blinkoen and interview with Marie Yovanovitch?
(A) Blue
(B) Black
(C) Wine red
(D) White",C,['entity recognition'],01:47-01:53
1231,aJI8XTa_DII.mp4,"What did the audience do first after the soldiers wearing red hats shouted?
(A) They didn't do anything
(B) They applauded
(C) They squatted down
(D) They stood up",D,['event understanding'],07:57-08:01
1232,aJI8XTa_DII.mp4,"Who is the lady in green who is being interviewed?
(A) Marie Yovanovitch
(B) John Bolton
(C) Fiona Hill
(D) Heather Conley",D,['entity recognition'],09:17-09:22
1233,aJI8XTa_DII.mp4,"What did the man use to cover the sculpture's face?
(A) Flag of the Russian Federation
(B) Flag of the United States of America
(C) A piece of white cloth
(D) A piece of black cloth",B,['entity recognition'],12:27-12:33
1234,aJI8XTa_DII.mp4,"When Putin spoke for the first time in the video, how many microphones were on the stage?
(A) 4
(B) 3
(C) 2
(D) 1",C,['entity recognition'],00:55-01:08
1235,aJI8XTa_DII.mp4,"During Putin's first speech on stage in the video, how many women appeared when the camera panned offstage?
(A) 2
(B) 4
(C) 1
(D) 0",C,['entity recognition'],01:00-01:05
1237,aJI8XTa_DII.mp4,"Who are the two people who appear in the next frame after Evan Osnos finishes speaking?
(A) Trump and Biden
(B) Obama and Putin
(C) Obama and Trump
(D) Obama and Biden",D,['entity recognition'],23:00-23:15
1240,aJI8XTa_DII.mp4,"How many microphones are on stage during Donald Trump's speech?
(A) 3
(B) 2
(C) 0
(D) 1",D,['entity recognition'],35:00-35:07
1241,aJI8XTa_DII.mp4,"What color of coat does Melania Trump wear for the meeting that is hosted at Helsinki, Finland?
(A) Green
(B) Dark blue
(C) Bright red
(D) Yellow",D,"['entity recognition', 'key information retrieval']",35:35-35:50
1243,aJI8XTa_DII.mp4,"What was Putin's expression when he heard the speech Trump made?
(A) Angry and expressionless
(B) Without any expression
(C) Laugh with excitement
(D) Sneaking and smiling",D,['event understanding'],38:30-38:37
1246,aJI8XTa_DII.mp4,"How many trucks are there in the garage with soldiers in white direct the way in the next scene after the Russian plane takes off?
(A) 12
(B) 9
(C) 8
(D) 10",D,"['event understanding', 'entity recognition']",43:38-43:41
1247,aJI8XTa_DII.mp4,"What is the number on the tank can be seen, with two tanks appear in front of it, in the snow?
(A) 321
(B) 123
(C) 132
(D) 312",C,['key information retrieval'],43:44-43:46
1248,aJI8XTa_DII.mp4,"After Yevgenia Albats spoke, how did Putin and Biden communicate in the next scene?
(A) Communicate by letter
(B) Face-to-face communication
(C) Online video communication
(D) Communicate by telephone",C,['event understanding'],46:09-46:19
1249,aJI8XTa_DII.mp4,"Which country's flag is on the flagpole on the top of the building with gold clock?
(A) Russian Federation
(B) The Republic of Belarus
(C) Ukraine
(D) France",A,['entity recognition'],49:25-49:28
1558,IsdbCjlZ5cQ.mp4,"Who are the main individuals featured in this video?
(A) Jane Mayer
(B) James Clapper
(C) Matt Apuzzo
(D) Donald John Trump",D,['entity recognition'],06:46-06:46
1562,IsdbCjlZ5cQ.mp4,"What object is in front of the J. Edgar Hoover FBI Building sign?
(A) A mirror
(B) An industrial robot
(C) A camera
(D) A car",D,['entity recognition'],24:20-24:20
1564,IsdbCjlZ5cQ.mp4,"What does it mean when Trump raises his hand in front of a green helicopter with United States of America written on it?
(A) He's preparing to shake hands
(B) It's a gesture of politeness, indicating that people can start moving around
(C) He's pointing the way for the audience
(D) He's waving to greet someone",B,"['reasoning', 'key information retrieval']",31:37-31:39
1567,IsdbCjlZ5cQ.mp4,"What is the headline of the second news report?
(A) Trump team needs to treat Russia as a serious issue
(B) Meetings could fuel new calls for special counse
(C) Sessions Controversy Heightens Trump's Feeling of Being UnderSiege
(D) Why Trump's attorney general has come under fire for earlier contaects",A,['key information retrieval'],41:04-41:04
1569,IsdbCjlZ5cQ.mp4,"Which direction does Don Mcgahn look at in the black and white picture that has a portrait behind his back?
(A) He is looking at his left
(B) He is looking at his right
(C) He is looking at the ceiling
(D) He is looking at the floor",B,['entity recognition'],49:34-49:40
1570,IsdbCjlZ5cQ.mp4,"Why two sentences have red underlines on two different documents?
(A) To highlight the central theme of the documentary, serving as a thematic anchor
(B) To support a specific point
(C) As evidence presented in a court trial
(D) To visually emphasize the theme of the two documents",B,['reasoning'],52:33-52:43
1572,IsdbCjlZ5cQ.mp4,"What is the best summary for 60:10-60:36?
(A) Donald Trump is seen engaging in a series of interviews with various hosts
(B) Trump holds a press conference, addressing recent developments and answering questions from journalists
(C) Trump issues a national statement, addressing the nation on a significant issue or event
(D) Trump is seen attending a court hearing, likely related to a legal matter concerning his administration or personal affairs",A,"['summarization', 'temporal grounding']",60:10-60:36
1575,IsdbCjlZ5cQ.mp4,"What is the place that the footage shows a red car passes when the light is green, and a person wearing a white shirt with a red circle on her left sleeve, a black pant, standing in front of the light?
(A) The location seems to be a shopping mall entrance
(B) The video is likely taken in a public transportation station
(C) The setting appears to be an airport terminal
(D) The video is shot at a parking lot exit gate",D,['event understanding'],83:44-83:51
1576,IsdbCjlZ5cQ.mp4,"What is in the center of the table?
(A) A circle of white dotted patterns
(B) A circle of white chevron patterns
(C) A circle of white name tags
(D) A circle of white government documents",C,['entity recognition'],90:09-90:09
1663,t-RtDI2RWQs.mp4,"Which movie does the host parody in his first appearance?
(A) Barbie
(B) American Fiction
(C) Killers of the Flower Moon
(D) Oppenheim",A,['entity recognition'],01:05-01:30
1664,t-RtDI2RWQs.mp4,"Which movie wins the most awards at the ceremony?
(A) Barbie
(B) Anatomy of a Fall
(C) Oppenheim
(D) Poor Things",C,['event understanding'],01:35-85:56
1665,t-RtDI2RWQs.mp4,"What is the reaction of the Best Supporting Actress when she finds out she wins?
(A) She shows indifference
(B) She appears excited
(C) She gives a faint smile
(D) She sheds tears of joy",D,"['key information retrieval', 'reasoning']",19:30-22:04
1666,t-RtDI2RWQs.mp4,"What is the nationality of the filmmaker who directs the Best International Feature Film? 
(A) Italy
(B) Japan
(C) Spain
(D) United Kingdom",D,['key information retrieval'],35:33-36:44
1668,t-RtDI2RWQs.mp4,"When the Best Supporting Actor winner goes offstage, what is the color of the outfit of the person sitting next to him?
(A) Blue
(B) White
(C) Black
(D) Red",C,"['entity recognition', 'key information retrieval']",41:07-46:27
1669,t-RtDI2RWQs.mp4,"Which category winner is absent for the award presentation?
(A) Best International Feature
(B) Best Director
(C) Best Original Score
(D) Best Animated Feature",D,"['event understanding', 'key information retrieval']",23:14-66:58
1670,t-RtDI2RWQs.mp4,"How many times does Christopher Nolan came onstage?
(A) 0
(B) 2
(C) 3
(D) 1",B,"['entity recognition', 'event understanding']",66:20-86:29
1671,t-RtDI2RWQs.mp4,"What happens when the Best Actress comes on stage?
(A) Her dress gets torn
(B) Her bracelet gets robbed
(C) She falls on the stage
(D) Her necklace breaks",A,"['key information retrieval', 'event understanding']",69:20-74:13
1673,t-RtDI2RWQs.mp4,"Which animal, wearing a black bowtie, is a special guest at the event?
(A) A bird
(B) A sheep
(C) A cat
(D) A dog",D,"['event understanding', 'entity recognition']",06:25-06:25
1676,t-RtDI2RWQs.mp4,"What does the best supporting actress winner wear?
(A) Red dress
(B) Pink suit
(C) Light blue dress
(D) Black dress",C,['entity recognition'],14:36-21:56
1678,t-RtDI2RWQs.mp4,"Kemp Powers is the main director of which film?
(A) The film that wins the Animated Feature Film
(B) The film that is nominated for but does not win the International Feature Film
(C) The film that is nominated for but does not win the Animated Feature Film
(D) The film that wins the International Feature Film",C,"['key information retrieval', 'event understanding']",24:38-24:38
1679,t-RtDI2RWQs.mp4,"Which film wins the Best Animated Feature Film?
(A) Toy Story 4
(B) Zootopia
(C) Spider-Man: Into the Spider-Verse
(D) The Boy and the Heron",D,"['event understanding', 'key information retrieval']",23:30-25:03
1680,t-RtDI2RWQs.mp4,"What happens after the presentation of the award for Best Supporting Actress?
(A) There is a short clip. Then two presenters come onstage and present the award for Best Animated Feature Film. The winning film is The Boy and the Heron. The award winner comes onstage to give a speech
(B) There is a short clip. Then two presenters come onstage and present the award for Best Animated Feature Film. The winning film is The Boy and the Heron
(C) Two presenters come onstage and present the award for Best Animated Feature Film. The winning film is The Boy and the Heron
(D) Two presenters come onstage and present the award for Best Animated Feature Film. The winning film is The Boy and the Heron. The award winner comes onstage to give a speech",B,['summarization'],23:30-25:03
1681,t-RtDI2RWQs.mp4,"Which film wins the Best Original Screenplay award?
(A) Anatomy of a Fall
(B) Green Book
(C) Manchester by the Sea
(D) Promising Young Woman",A,['entity recognition'],25:50-30:15
1682,t-RtDI2RWQs.mp4,"What happens from 25:50-30:15?
(A) Two presenters chat, and after a short clip, they announce the winner of the Best Adapted Screenplay
(B) Two presenters chat and announce the winner of the Best Adapted Screenplay
(C) Two presenters chat and announce the winner of the Best Original Screenplay
(D) Two presenters chat, and after a short clip, they announce the winner of the Best Original Screenplay",D,"['temporal grounding', 'event understanding']",25:50-30:15
1685,t-RtDI2RWQs.mp4,"Which award is announced right after the Best Adapted Screenplay award?
(A) The Best Original Screenplay
(B) The Best Animated Feature Film
(C) The Best International Feature Film
(D) The Best Adapted Screenplay",C,['event understanding'],35:15-38:20
1687,t-RtDI2RWQs.mp4,"There is a performance of respectful tribal musicians playing a huge drum together. All of the drummers ___.
(A) Play synchronously most of the time
(B) Play synchronously most of the time
(C) Play asynchronously all the time
(D) Play synchronously all the time",A,"['reasoning', 'event understanding']",35:15-38:20
1689,t-RtDI2RWQs.mp4,"What happens from 41:09-52:20?
(A) The announcement of the Best Supporting Actress and the performance from Billie Eilish
(B) The announcement of the Best Leading Actress and the performance from Ken
(C) The announcement of the Best Supporting Actor and the performance from Ken
(D) The announcement of the Best Leading Actor and the performance from Billie Eilish",C,"['temporal grounding', 'event understanding']",41:09-48:46
1690,t-RtDI2RWQs.mp4,"Who is the Best Supporting Actor?
(A) Robert Downey Jr
(B) Brad Pitt
(C) Mahershala Ali
(D) Daniel Kaluuya",A,['entity recognition'],41:09-48:46
1691,t-RtDI2RWQs.mp4,"Gosling's performance mirrors a scene from a movie that stars ___.
(A) Demi Moore
(B) Marlon Brando
(C) Keanu Reeves
(D) Marilyn Monroe",D,"['reasoning', 'event understanding']",49:12-52:32
1692,t-RtDI2RWQs.mp4,"Why does Gosling wear pink suit when performing?
(A) Pink is theme color
(B) Pink brings good luck
(C) Pink grabs attention
(D) Pink is his favorite color",A,"['entity recognition', 'reasoning']",49:12-52:32
1696,t-RtDI2RWQs.mp4,"Who is the best Best Director?
(A) Bong Joon-ho
(B) Christopher Nolan
(C) Guillermo del Toro
(D) Damien Chazelle",B,['event understanding'],65:22-68:12
1697,t-RtDI2RWQs.mp4,"Who is the Best Lead Actress?
(A) Renée Zellweger
(B) Olivia Colman
(C) Frances McDormand
(D) Emma Stone",D,['event understanding'],68:42-76:21
1698,t-RtDI2RWQs.mp4,"Which film wins the Best Picture?
(A) The Shape of Water
(B) Nomadland
(C) Moonlight
(D) Oppenheimer",D,"['event understanding', 'key information retrieval']",78:52-83:59
1699,t-RtDI2RWQs.mp4,"What is the second to last award presented?
(A) Best Lead Actor
(B) Best Lead Actress
(C) Best Director
(D) Best Picture",B,['event understanding'],00:00-84:33
1703,t-RtDI2RWQs.mp4,"Why is there letter on the screen when the Rock appears on the stage with another presenter?
(A) It is the translation of an audio that is not English
(B) It is the auto-generated English subtitles
(C) It is the description of the next award name
(D) It is the description of the presenters",A,['reasoning'],35:23-35:23
1938,8QdE--Y-x7U.mp4,"Where is the podium located, respective to the people on the stage?
(A) There is no rostrum
(B) On the right side of the stage
(C) In the middle of the stage
(D) Left side of the stage",D,['entity recognition'],01:53-02:00
1944,8QdE--Y-x7U.mp4,"Where are the Nobel laureates in physiology or medicine come from?
(A) Americans
(B) British people
(C) Japanese
(D) Norwegian",C,['event understanding'],49:40-50:02
1945,8QdE--Y-x7U.mp4,"What kind of clothes do winners of the Nobel Prize in Physiology or Medicine wear?
(A) Black suit
(B) Dress
(C) Kimono
(D) Men's tuxedo",D,['entity recognition'],49:00-50:00
1947,8QdE--Y-x7U.mp4,"How many hosts have changed?
(A) 5
(B) 3
(C) 6
(D) 1",C,['event understanding'],15:00-76:00
1948,8QdE--Y-x7U.mp4,"What color are the stools on which the four members of the royal family sit?
(A) Blue and gold
(B) Only white
(C) White and gold
(D) Red and gold",A,['entity recognition'],06:58-07:13
1955,8QdE--Y-x7U.mp4,"What color is the ribbon on the man who accompanied the first winner of the Nobel Prize in Physics?
(A) White and green
(B) Blue and yellow
(C) Yellow and white
(D) Blue and white",B,['entity recognition'],31:05-31:30
1957,8QdE--Y-x7U.mp4,"What color is the bow tie worn by the man who presided over the Nobel Prize in Chemistry?
(A) Red bow tie
(B) Black bow tie
(C) White bow tie
(D) Blue bow tie",C,['entity recognition'],33:08-33:20
1958,8QdE--Y-x7U.mp4,"How many female winners are there in this Nobel Prize?
(A) Only one woman won the prize this year
(B) Half of the winners this year are women
(C) Two women won the prize this year
(D) No women have won prizes this year",D,['event understanding'],12:00-80:00
1959,8QdE--Y-x7U.mp4,"What kind of awards have two winners?
(A) Nobel Prize in Literature
(B) Nobel Prize in Chemistry
(C) Nobel Peace Prize
(D) Nobel Memorial Prize in Economic Sciences",D,['event understanding'],11:44-17:54
1961,8QdE--Y-x7U.mp4,"Where is the woman in a blue dress sitting on the right side of the podium?
(A) Last row
(B) Nobody wears it
(C) First row
(D) Second row",A,['entity recognition'],60:35-60:40
1962,8QdE--Y-x7U.mp4,"What happened between 65:02-65:29?
(A) The singer sang a high note and the audience applauded excitedly
(B) The singer was so nervous that the audience sighed after singing
(C) The singer was so nervous that the audience applauded after singing
(D) The singing was interrupted by a command error",C,"['temporal grounding', 'event understanding']",65:02-65:09
1963,8QdE--Y-x7U.mp4,"How many people won this year?
(A) 12
(B) 14
(C) 11
(D) 13",C,['event understanding'],05:30-80:00
1964,8QdE--Y-x7U.mp4,"How many hosts didn't wear any badges on their chests?
(A) 4
(B) 3
(C) 1
(D) 8",A,"['reasoning', 'entity recognition']",05:00-77:30
1965,8QdE--Y-x7U.mp4,"Who left first after the award ceremony?
(A) Members of the royal family
(B) Ensemble member
(C) Winners on the stage
(D) Audience under the stage",A,['event understanding'],80:00-80:08
1966,8QdE--Y-x7U.mp4,"What happened on the stage after the royal family left?
(A) Group photo of winners
(B) Winners leave
(C) The host left
(D) Shake hands with the winners",D,['event understanding'],80:52-84:00
1967,8QdE--Y-x7U.mp4,"Where is the harp player, respective to the people on the stage?
(A) Right side of stage
(B) Second floor on the left
(C) On the left side of the stage
(D) Second floor on the right",D,['entity recognition'],07:13-07:22
2274,idZkam9zqAs.mp4,"What type of video is this?
(A) Documentary
(B) Concert
(C) TV show
(D) News report",B,['event understanding'],00:00-89:39
2277,idZkam9zqAs.mp4,"What color does P!nk's clothes change after the first hanging wire performance?
(A) Red
(B) Black
(C) Orange
(D) Pink",D,['entity recognition'],07:35-07:35
2282,idZkam9zqAs.mp4,"When P!nk performs hanging wire for the first time, what shape of lighting prop does she fall from?
(A) Shape of mouth
(B) Shape of hand
(C) Shape of moon
(D) Shape of heart",A,['entity recognition'],04:00-04:10
2283,idZkam9zqAs.mp4,"When the piano performance occurs, what colors are the piano and the player's clothes?
(A) The piano is black and the player's clothes are yellow
(B) The piano is white and the player's clothes are black
(C) The piano is black and the player's clothes are white
(D) The piano is white and the player's clothes are purple",B,['entity recognition'],15:20-15:25
2284,idZkam9zqAs.mp4,"How many flamingo props appear on the stage?
(A) 4
(B) 2
(C) 3
(D) 1",B,['entity recognition'],15:28-15:28
2285,idZkam9zqAs.mp4,"When the flamingo prop appears on the stage, which animal does not appear on the big screen behind the stage?
(A) Penguin
(B) Unicorn
(C) Dolphin
(D) Flamingo",A,"['entity recognition', 'event understanding']",15:28-15:28
